& CONDICOES INICIAIS DAS UNIDADES                
&                                                
INIT                                             
&us     nome       ug   st   GerInic     tempo MH A/D T  TITULINFLX
&XX XXXXXXXXXXXX  XXX   XX   XXXXXXXXXX  XXXXX  X  X  X  XXXXXXXXXX
 60  NORTEFLU       7    0        0.000   2294  1  0  0          0.
 62  SEROPEDICA     1    0        0.000    582  0  0  0          0.
 62  SEROPEDICA     2    0        0.000  33096  0  0  0          0.
 62  SEROPEDICA     3    0        0.000  32551  0  0  0          0.
 62  SEROPEDICA     4    0        0.000  32557  1  0  0          0.
 62  SEROPEDICA     5    0        0.000  33089  1  0  0          0.
 62  SEROPEDICA     6    0        0.000   8929  1  0  0          0.
 62  SEROPEDICA     7    0        0.000  15624  1  0  0          0.
 62  SEROPEDICA     8    0        0.000   8953  0  0  0          0.
 63  IBIRITE        1    0        0.000    335  0  0  0          0.
 64  CANOAS         1    0        0.000   8888  0  0  0          0.
 67  TERMONE        1    0        0.000   8591  0  0  0          0.
 67  TERMONE        2    0        0.000   8591  0  0  0          0.
 67  TERMONE        3    0        0.000   8591  0  0  0          0.
 68  TRES LAGOAS    1    0        0.000  35895  0  0  0          0.
 68  TRES LAGOAS    2    0        0.000  48047  0  0  0          0.
 68  TRES LAGOAS    3    0        0.000  20016  0  0  0          0.
 68  TRES LAGOAS    4    0        0.000  37740  0  0  0          0.
 68  TRES LAGOAS    5    0        0.000   9016  0  0  0          0.
 68  TRES LAGOAS    6    0        0.000    456  0  0  0          0.
 68  TRES LAGOAS    7    0        0.000  35128  1  0  0          0.
 68  TRES LAGOAS    8    0        0.000  43728  0  0  0          0.
 68  TRES LAGOAS    9    0        0.000  35043  1  0  0          0.
 68  TRES LAGOAS   10    0        0.000  43610  0  0  0          0.
 68  TRES LAGOAS   11    0        0.000    334  1  0  0          0.
 68  TRES LAGOAS   12    0        0.000  17952  0  0  0          0.
 68  TRES LAGOAS   13    0        0.000  35448  0  0  0          0.
 68  TRES LAGOAS   14    0        0.000  43368  0  0  0          0.
 68  TRES LAGOAS   15    0        0.000   8546  0  0  0          0.
 69  TERMOPB        1    0        0.000   8591  0  0  0          0.
 69  TERMOPB        2    0        0.000   8591  0  0  0          0.
 69  TERMOPB        3    0        0.000   8591  0  0  0          0.
 70  GERAMAR II     1    0        0.000      5  0  0  0          0.
 73  GERAMAR I      1    0        0.000     32  0  0  0          0.
 83  VALE DO ACU    2    0        0.000   6696  0  0  0          0.
 86  ST.CRUZ NOVA   1    1      350.000   1946  1  0  0          0.
 86  ST.CRUZ NOVA   2    0        0.000   9319  0  0  0          0.
 86  ST.CRUZ NOVA   3    0        0.000   6894  1  0  0          0.
 86  ST.CRUZ NOVA   4    0        0.000   1854  0  0  0          0.
 90  TERMOMACAE     1    0        0.000   1076  0  0  0          0.
 90  TERMOMACAE     2    0        0.000   1151  1  0  0          0.
 90  TERMOMACAE     3    0        0.000  43135  1  0  0          0.
 90  TERMOMACAE     4    0        0.000    690  1  0  0          0.
 90  TERMOMACAE     5    0        0.000  35554  1  0  0          0.
 90  TERMOMACAE     6    0        0.000   1247  0  0  0          0.
 90  TERMOMACAE     7    0        0.000   4487  0  0  0          0.
 90  TERMOMACAE     8    0        0.000  19974  0  0  0          0.
 90  TERMOMACAE     9    0        0.000   1097  0  0  0          0.
 90  TERMOMACAE    10    0        0.000   1088  0  0  0          0.
 90  TERMOMACAE    11    0        0.000   1462  1  0  0          0.
 90  TERMOMACAE    12    0        0.000   1432  1  0  0          0.
 90  TERMOMACAE    13    0        0.000  16657  0  0  0          0.
 90  TERMOMACAE    14    0        0.000    479  0  0  0          0.
 90  TERMOMACAE    15    0        0.000   1080  0  0  0          0.
 90  TERMOMACAE    16    0        0.000    520  0  0  0          0.
 90  TERMOMACAE    17    0        0.000    334  1  0  0          0.
 90  TERMOMACAE    18    0        0.000   3816  1  0  0          0.
 90  TERMOMACAE    19    0        0.000   8784  1  0  0          0.
 90  TERMOMACAE    20    0        0.000   7584  1  0  0          0.
 96  TERMOPE        1    0        0.000  16216  0  0  0          0.
 96  TERMOPE        2    0        0.000   8808  1  0  0          0.
 96  TERMOPE        3    0        0.000   8784  0  0  0          0.
 97  CUBATAO        1    0        0.000    288  0  0  0          0.
 97  CUBATAO        2    0        0.000    984  0  0  0          0.
 97  CUBATAO        3    0        0.000   3108  0  0  0          0.
 98  PERNAMBU_III   1    0        0.000   7584  1  0  0          0.
 98  PERNAMBU_III   2    0        0.000   7584  1  0  0          0.
 98  PERNAMBU_III   3    0        0.000   7584  1  0  0          0.
 98  PERNAMBU_III   4    0        0.000   7584  1  0  0          0.
106  ERB CANDEIAS   1    1       12.000   1128  0  0  1          3.
107  PAMPA SUL      1    1      345.000    228  0  0  1        285.
108  XAVANTES       1    0        0.000  36256  0  0  0          0.
108  XAVANTES       2    0        0.000  36256  0  0  0          0.
110  N.PIRATININ    1    0        0.000   3579  0  0  0          0.
110  N.PIRATININ    2    0        0.000  36864  1  0  0          0.
110  N.PIRATININ    3    0        0.000   6653  1  0  0          0.
110  N.PIRATININ    4    0        0.000   8953  0  0  0          0.
116  PARNAIBA IV    1    0        0.000   7438  1  0  0          0.
137  GNA I          1    0        0.000   7406  1  0  0          0.
140  MAUA 3         1    1      545.000    128  1  0  1        264.
140  MAUA 3         2    0        0.000    128  1  0  0        264.
140  MAUA 3         3    0        0.000    816  0  0  0        264.
144  PETROLINA      1    0        0.000  36776  1  0  0          0.
144  PETROLINA      2    0        0.000  19974  0  0  0          0.
144  PETROLINA      3    0        0.000  36239  0  0  0          0.
144  PETROLINA      4    0        0.000  36255  0  0  0          0.
144  PETROLINA      5    0        0.000  19974  0  0  0          0.
144  PETROLINA      6    0        0.000  37009  1  0  0          0.
144  PETROLINA      7    0        0.000  35778  1  0  0          0.
144  PETROLINA      8    0        0.000  35786  1  0  0          0.
146  STA VITORIA    1    1       36.000   5160  0  0  1         18.
147  PROSPERID. 1   1    0        0.000     59  0  0  0          0.
147  PROSPERID. 1   2    1        9.341     11  0  0  1          0.
147  PROSPERID. 1   3    1        9.341     11  0  0  1          0.
149  SAO SEPE       1    1        8.000     11  1  0  1          0.
151  POTIGUAR       1    0        0.000  35789  0  0  0          0.
151  POTIGUAR       2    0        0.000  35789  0  0  0          0.
151  POTIGUAR       3    0        0.000  35789  0  0  0          0.
151  POTIGUAR       4    0        0.000  35789  0  0  0          0.
152  TERMOCABO      1    0        0.000   9096  1  0  0          0.
152  TERMOCABO      2    0        0.000  35783  0  0  0          0.
152  TERMOCABO      3    0        0.000   7560  1  0  0          0.
153  DAIA           1    0        0.000  20328  0  0  0          0.
153  DAIA           2    0        0.000  20328  0  0  0          0.
156  CANDIOTA 3     1    1      325.000    808  0  0  2        325.
161  POTIGUAR III   1    0        0.000  35789  0  0  0          0.
161  POTIGUAR III   2    0        0.000  35789  0  0  0          0.
161  POTIGUAR III   3    0        0.000  35885  0  0  0          0.
161  POTIGUAR III   4    0        0.000  36293  0  0  0          0.
161  POTIGUAR III   5    0        0.000  35789  0  0  0          0.
161  POTIGUAR III   6    0        0.000  35789  0  0  0          0.
162  PECEM II       1    0        0.000   8977  0  0  0          0.
162  PECEM II       2    0        0.000   8977  0  0  0          0.
162  PECEM II       3    0        0.000   8977  0  0  0          0.
162  PECEM II       4    0        0.000   8977  0  0  0          0.
162  PECEM II       5    0        0.000   8977  0  0  0          0.
162  PECEM II       6    0        0.000   8977  0  0  0          0.
162  PECEM II       7    0        0.000   8977  0  0  0          0.
162  PECEM II       8    0        0.000   8977  0  0  0          0.
162  PECEM II       9    0        0.000   8977  0  0  0          0.
162  PECEM II      10    0        0.000   8977  0  0  0          0.
162  PECEM II      11    0        0.000   8977  0  0  0          0.
162  PECEM II      12    0        0.000   8977  0  0  0          0.
&Ajuste conforme dados programados e operacao em tempo real
163  P. PECEM II    1    0        0.000     26  0  0  0          0.
&Ajuste conforme dados programados e operacao em tempo real
167  P. PECEM I     1    0        0.000     26  0  0  0          0.
167  P. PECEM I     2    0        0.000     25  0  0  0          0.
170  SUAPE II       1    0        0.000  13651  0  0  0          0.
170  SUAPE II       2    0        0.000  39697  1  0  0          0.
170  SUAPE II       3    0        0.000  35954  0  0  0          0.
170  SUAPE II       4    0        0.000  35665  1  0  0          0.
170  SUAPE II       5    0        0.000  37016  0  0  0          0.
170  SUAPE II       6    0        0.000  36018  0  0  0          0.
170  SUAPE II       7    0        0.000  36232  1  0  0          0.
170  SUAPE II       8    0        0.000  36161  0  0  0          0.
170  SUAPE II       9    0        0.000  36184  1  0  0          0.
170  SUAPE II      10    0        0.000  35953  0  0  0          0.
170  SUAPE II      11    0        0.000  35786  0  0  0          0.
170  SUAPE II      12    0        0.000  35941  1  0  0          0.
170  SUAPE II      13    0        0.000  35801  0  0  0          0.
170  SUAPE II      14    0        0.000  35793  0  0  0          0.
170  SUAPE II      15    0        0.000  35835  0  0  0          0.
170  SUAPE II      16    0        0.000  16608  0  0  0          0.
170  SUAPE II      17    0        0.000  13656  0  0  0          0.
&Ajuste conforme dados programados e operacao em tempo real
176  PORTO ITAQUI   1    1      360.000    180  0  0  1          0.
182  PALMEIRAS GO   1    0        0.000  42678  1  0  0          0.
182  PALMEIRAS GO   2    0        0.000  42726  0  0  0          0.
194  T.NORTE 2      1    0        0.000  19980  0  0  0          0.
194  T.NORTE 2      2    0        0.000  19980  0  0  0          0.
194  T.NORTE 2      3    0        0.000  43158  1  0  0          0.
194  T.NORTE 2      4    0        0.000  43158  0  0  0          0.
194  T.NORTE 2      5    0        0.000  43158  0  0  0          0.
194  T.NORTE 2      6    0        0.000  43158  0  0  0          0.
194  T.NORTE 2      7    0        0.000  43158  0  0  0          0.
201  APARECIDA      1    1       43.000     11  1  0  1         75.
201  APARECIDA      2    1       28.000     59  1  0  1         75.
201  APARECIDA      3    1       40.000     13  1  0  1         75.
201  APARECIDA      4    1       40.000     11  0  0  1         75.
&Ajuste conforme disponibilidade declarada
203  PORAQUE        1    1       17.076     13  1  0  1         28.
203  PORAQUE        2    1       17.076     11  0  0  1         28.
203  PORAQUE        3    1       17.076     35  0  0  1         28.
203  PORAQUE        4    1       14.772     11  0  0  1         28.
203  PORAQUE        5    0        0.000      0  0  0  0         28.
204  JARAQUI        6    1       36.080     56  1  0  1         29.
204  JARAQUI        7    1       26.920    129  1  0  1         29.
205  PIRARUCU       1    1       18.350    159  0  0  1         35.
205  PIRARUCU       2    1       18.350     61  1  0  1         35.
205  PIRARUCU       3    1       18.350    133  1  0  1         35.
205  PIRARUCU       4    1       11.950    130  1  0  1         35.
207  TUCUNARE       1    1       17.000     37  1  0  1         35.
207  TUCUNARE       2    1       16.000     35  0  0  1         35.
207  TUCUNARE       3    1       16.000     13  1  0  1         35.
207  TUCUNARE       4    1       16.000     11  1  0  1         35.
209  TAMBAQUI       5    1       15.000     11  1  0  1         33.
209  TAMBAQUI       6    1       33.000     48  0  0  1         33.
209  TAMBAQUI       7    1       15.000    128  1  0  1         33.
211  BAIXADA FLU    1    0        0.000    358  1  0  0          0.
211  BAIXADA FLU    2    0        0.000    358  1  0  0          0.
211  BAIXADA FLU    3    1      520.000    299  1  0  1          0.
212  MARANHAO III   1    1      518.800    240  0  0  1        490.
223  PROSPERID. 3   1    1        9.331     11  0  0  1          0.
223  PROSPERID. 3   2    1        9.331     11  0  0  1          0.
223  PROSPERID. 3   3    1        9.331     11  0  0  1          0.
223  PROSPERID. 3   4    1        9.331     11  0  0  1          0.
223  PROSPERID. 3   5    1        9.331     11  0  0  1          0.
223  PROSPERID. 3   6    1        5.345     11  0  0  1          0.
224  P. SERGIPE I   1    1     1593.199    283  1  0  0          0.
224  P. SERGIPE I   2    0        0.000   2100  0  0  0          0.
224  P. SERGIPE I   3    0        0.000    415  1  0  0          0.
224  P. SERGIPE I   4    0        0.000    422  1  0  0          0.
224  P. SERGIPE I   5    0        0.000    415  0  0  0          0.
224  P. SERGIPE I   6    0        0.000    423  1  0  0          0.
224  P. SERGIPE I   7    0        0.000    416  1  0  0          0.
229  ONCA PINTADA   1    1       50.000    229  0  0  1          0.
235  C. MURICY 2    1    0        0.000   8953  0  0  0          0.
235  C. MURICY 2    2    0        0.000   8953  0  0  0          0.
235  C. MURICY 2    3    0        0.000   8953  0  0  0          0.
235  C. MURICY 2    4    0        0.000   8953  0  0  0          0.
235  C. MURICY 2    5    0        0.000   8953  0  0  0          0.
235  C. MURICY 2    6    0        0.000   8953  0  0  0          0.
235  C. MURICY 2    7    0        0.000   8953  0  0  0          0.
235  C. MURICY 2    8    0        0.000   8953  0  0  0          0.
235  C. MURICY 2    9    0        0.000   8953  0  0  0          0.
235  C. MURICY 2   10    0        0.000   8953  0  0  0          0.
235  C. MURICY 2   11    0        0.000   8953  0  0  0          0.
235  C. MURICY 2   12    0        0.000   8953  0  0  0          0.
236  MARLIM AZUL    1    1      565.000    350  1  0  1          0.
238  GNA II         1    1     1672.599    648  0  0  2       1672.
239  PARNAIBA V     1    1      239.000     53  1  0  1          0.
241  PROSPERID. 2   1    0        0.000   1754  1  0  0          0.
241  PROSPERID. 2   2    0        0.000   1754  1  0  0          0.
241  PROSPERID. 2   3    0        0.000   1754  1  0  0          0.
241  PROSPERID. 2   4    0        0.000   1754  1  0  0          0.
245  KARKEY 013     1    0        0.000    984  0  0  0         31.
245  KARKEY 013     2    1       31.000    435  0  0  2         31.
245  KARKEY 013     3    0        0.000   5015  0  0  0         31.
245  KARKEY 013     4    0        0.000   4784  1  0  0         31.
245  KARKEY 013     5    0        0.000   5829  1  0  0         31.
245  KARKEY 013     6    0        0.000   8256  0  0  0         31.
245  KARKEY 013     7    0        0.000   5503  0  0  0         31.
245  KARKEY 013     8    0        0.000   5515  0  0  0         31.
245  KARKEY 013     9    0        0.000   4792  1  0  0         31.
245  KARKEY 013    10    0        0.000   4788  1  0  0         31.
245  KARKEY 013    11    0        0.000   5508  1  0  0         31.
245  KARKEY 013    12    0        0.000    435  0  0  0         31.
245  KARKEY 013    13    0        0.000   5504  1  0  0         31.
246  KARKEY 019     1    0        0.000   7971  0  0  0          0.
246  KARKEY 019     2    0        0.000   7590  1  0  0          0.
246  KARKEY 019     3    0        0.000  22968  0  0  0          0.
246  KARKEY 019     4    0        0.000  20638  1  0  0          0.
246  KARKEY 019     5    0        0.000   8789  0  0  0          0.
246  KARKEY 019     6    0        0.000    435  1  0  0          0.
246  KARKEY 019     7    0        0.000   7585  1  0  0          0.
247  LINHARES PCS   1    0        0.000   8953  0  0  0          0.
248  PAULINIA       1    1       15.740   2792  0  0  2         16.
249  PORSUD I       1    0        0.000   7587  1  0  0          0.
249  PORSUD I       2    0        0.000  26568  0  0  0          0.
249  PORSUD I       3    0        0.000  26568  0  0  0          0.
249  PORSUD I       4    0        0.000   7996  0  0  0          0.
249  PORSUD I       5    0        0.000  26568  0  0  0          0.
249  PORSUD I       6    0        0.000    435  1  0  0          0.
250  PORSUD II      1    0        0.000   7587  1  0  0          0.
250  PORSUD II      2    0        0.000   8929  0  0  0          0.
250  PORSUD II      3    0        0.000   9076  0  0  0          0.
250  PORSUD II      4    0        0.000    435  1  0  0          0.
250  PORSUD II      5    0        0.000   8930  0  0  0          0.
251  POVOACAO 1     1    0        0.000   8953  1  0  0          0.
251  POVOACAO 1     2    0        0.000   8953  1  0  0          0.
253  VIANA 1        1    0        0.000   8953  1  0  0          0.
253  VIANA 1        2    0        0.000   8953  1  0  0          0.
253  VIANA 1        3    0        0.000   8953  0  0  0          0.
253  VIANA 1        4    0        0.000   8953  0  0  0          0.
254  B. BONITA I    1    0        0.000    435  1  0  0          0.
322  BBF BALIZA     1    1        5.000    500  0  0  2          5.
322  BBF BALIZA     2    0        0.000    576  0  0  0          5.
323  BONFIM         1    1        5.000   1320  0  0  2          5.
324  CANTA          1    1        5.000   1320  0  0  2          5.
326  JAGUATIRICA    1    1      126.000    696  0  0  1          0.
326  JAGUATIRICA    2    0        0.000    624  0  0  0          0.
326  JAGUATIRICA    3    0        0.000    624  0  0  0          0.
327  M.C. SUCUBA    1    0        0.000    384  0  0  0          0.
327  M.C. SUCUBA    2    0        0.000     96  0  0  0          0.
328  PALMAPLAN      1    0        0.000      2  0  0  0          0.
328  PALMAPLAN      2    0        0.000      2  0  0  0          0.
329  PAU RAINHA     1    1        5.000   1320  0  0  2          5.
330  SANTA LUZ      1    1        5.000   1320  0  0  2          5.
334  W ARJONA       1    0        0.000  36232  1  0  0          0.
334  W ARJONA       2    0        0.000  36232  1  0  0          0.
334  W ARJONA       3    0        0.000  37296  0  0  0          0.
334  W ARJONA       4    0        0.000  36232  1  0  0          0.
334  W ARJONA       5    0        0.000  36160  1  0  0          0.
383  ATLANTICO      1    0        0.000   1368  0  0  0        330.
383  ATLANTICO      2    0        0.000   9996  1  0  0        330.
383  ATLANTICO      3    0        0.000   1392  0  0  0        330.
383  ATLANTICO      4    0        0.000   1344  0  0  0        330.
383  ATLANTICO      5    0        0.000   1413  1  0  0        330.
383  ATLANTICO      6    0        0.000     48  0  0  0        330.
383  ATLANTICO      7    1      330.000     48  0  0  0        330.
434  W ARJONA 2     1    0        0.000  36232  1  0  0          0.
434  W ARJONA 2     2    0        0.000  36232  1  0  0          0.
434  W ARJONA 2     3    0        0.000  37296  0  0  0          0.
434  W ARJONA 2     4    0        0.000  36232  1  0  0          0.
434  W ARJONA 2     5    0        0.000  36160  1  0  0          0.
FIM
&
&
& LIMITES E CONDICOES OPERACIONAIS DAS UNIDADES                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
&
OPER                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
&us    nome      un di hi m df hf m Gmin     Gmax       Custo                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
&XX XXXXXXXXXXXX XX XX XX X XX XX X XXXXXXXXXXxxxxxxxxxxXXXXXXXXXX                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
  1 ANGRA 1       1 11  0 0 F                                31.17
 13 ANGRA 2       1 11  0 0 F                                20.12
211 BAIXADA FL    1 11  0 0 F                               192.44
211 BAIXADA FL    2 11  0 0 F                               192.44
211 BAIXADA FL    3 11  0 0 F                               192.44
 97 CUBATAO       1 11  0 0 F                               384.92
 97 CUBATAO       2 11  0 0 F                               384.92
 97 CUBATAO       3 11  0 0 F                               384.92
 12 CUIABA CC     1 11  0 0 F                               933.00
 12 CUIABA CC     2 11  0 0 F                               933.00
 12 CUIABA CC     3 11  0 0 F                               933.00
&UTE DAIA sem CVU valido
153 DAIA          1 11  0 0 F                        0.0      0.00
153 DAIA          2 11  0 0 F                        0.0      0.00
137 UTE GNA I     1 11  0 0 F                               370.67
238 UTE GNA II    1 11  0 0 F                               501.11
 63 IBIRITE       1 11  0 0 F                               942.64
 54 J.FORA        1 11  0 0 F                              1171.19
 54 J.FORA        2 11  0 0 F                              1171.19
245 KARKEY 013    1 11  0 0 F                               786.45
245 KARKEY 013    2 11  0 0 F                               786.45
245 KARKEY 013    3 11  0 0 F                               786.45
245 KARKEY 013    4 11  0 0 F                               786.45
245 KARKEY 013    5 11  0 0 F                               786.45
245 KARKEY 013    6 11  0 0 F                               786.45
245 KARKEY 013    7 11  0 0 F                               786.45
245 KARKEY 013    8 11  0 0 F                               786.45
245 KARKEY 013    9 11  0 0 F                               786.45
245 KARKEY 013   10 11  0 0 F                               786.45
245 KARKEY 013   11 11  0 0 F                               786.45
245 KARKEY 013   12 11  0 0 F                               786.45
245 KARKEY 013   13 11  0 0 F                               786.45
246 KARKEY 019    1 11  0 0 F                               786.45
246 KARKEY 019    2 11  0 0 F                               786.45
246 KARKEY 019    3 11  0 0 F                               786.45
246 KARKEY 019    4 11  0 0 F                               786.45
246 KARKEY 019    5 11  0 0 F                               786.45
246 KARKEY 019    6 11  0 0 F                               786.45
246 KARKEY 019    7 11  0 0 F                               786.45
 15 LUIZORMELO    1 11  0 0 F                               293.49
 15 LUIZORMELO    2 11  0 0 F                               293.49
 15 LUIZORMELO    3 11  0 0 F                               293.49
 15 LUIZORMELO    4 11  0 0 F                               293.49
247 LORM_PCS      1 11  0 0 F                              1135.90
236 M.AZUL        1 11  0 0 F                               136.90
110 NPIRATINGA    1 11  0 0 F                              1409.64
110 NPIRATINGA    2 11  0 0 F                              1409.64
110 NPIRATINGA    3 11  0 0 F                              1409.64
110 NPIRATINGA    4 11  0 0 F                              1409.64
229 O.PINTADA     1 11  0 0 F                               145.52
182 PALMEIR_GO    1 11  0 0 F                              1439.45
182 PALMEIR_GO    2 11  0 0 F                              1439.45
248 PAULINIA      1 11  0 0 F                              1119.54
249 PORSUD I      1 11  0 0 F                               923.96
