& CONDICOES INICIAIS DAS UNIDADES                
&                                                
INIT                                             
&us     nome       ug   st   GerInic     tempo MH A/D T  TITULINFLX
&XX XXXXXXXXXXXX  XXX   XX   XXXXXXXXXX  XXXXX  X  X  X  XXXXXXXXXX
246  KARKEY 019     2    0        0.000   7422  1  0  0          0.
246  KARKEY 019     3    0        0.000  22800  0  0  0          0.
246  KARKEY 019     4    0        0.000  20470  1  0  0          0.
246  KARKEY 019     5    0        0.000   8621  0  0  0          0.
246  KARKEY 019     6    0        0.000    267  1  0  0          0.
246  KARKEY 019     7    0        0.000   7417  1  0  0          0.
247  LINHARES PCS   1    0        0.000   8785  0  0  0          0.
248  PAULINIA       1    1       15.740   2624  0  0  2         16.
249  PORSUD I       1    0        0.000   7419  1  0  0          0.
249  PORSUD I       2    0        0.000  26400  0  0  0          0.
249  PORSUD I       3    0        0.000  26400  0  0  0          0.
249  PORSUD I       4    0        0.000   7828  0  0  0          0.
249  PORSUD I       5    0        0.000  26400  0  0  0          0.
249  PORSUD I       6    0        0.000    267  1  0  0          0.
250  PORSUD II      1    0        0.000   7419  1  0  0          0.
250  PORSUD II      2    0        0.000   8761  0  0  0          0.
250  PORSUD II      3    0        0.000   8908  0  0  0          0.
250  PORSUD II      4    0        0.000    267  1  0  0          0.
250  PORSUD II      5    0        0.000   8762  0  0  0          0.
251  POVOACAO 1     1    0        0.000   8785  1  0  0          0.
251  POVOACAO 1     2    0        0.000   8785  1  0  0          0.
253  VIANA 1        1    0        0.000   8785  1  0  0          0.
253  VIANA 1        2    0        0.000   8785  1  0  0          0.
253  VIANA 1        3    0        0.000   8785  0  0  0          0.
253  VIANA 1        4    0        0.000   8785  0  0  0          0.
254  B. BONITA I    1    0        0.000    267  1  0  0          0.
322  BBF BALIZA     1    1        5.000    332  0  0  2          5.
322  BBF BALIZA     2    0        0.000    408  0  0  0          5.
323  BONFIM         1    1        5.000   1152  0  0  1          5.
324  CANTA          1    1        5.000   1152  0  0  1          5.
326  JAGUATIRICA    1    1      126.000    528  0  0  1          0.
326  JAGUATIRICA    2    0        0.000    456  0  0  0          0.
326  JAGUATIRICA    3    0        0.000    456  0  0  0          0.
327  M.C. SUCUBA    1    0        0.000    216  0  0  0          0.
327  M.C. SUCUBA    2    0        0.000     71  1  0  0          0.
328  PALMAPLAN      1    0        0.000     70  0  0  0          0.
328  PALMAPLAN      2    0        0.000     70  0  0  0          0.
329  PAU RAINHA     1    1       10.000   1152  0  0  1          5.
330  SANTA LUZ      1    1        8.386   1152  0  0  1          5.
334  W ARJONA       1    0        0.000  36064  1  0  0          0.
334  W ARJONA       2    0        0.000  36064  1  0  0          0.
334  W ARJONA       3    0        0.000  37128  0  0  0          0.
334  W ARJONA       4    0        0.000  36064  1  0  0          0.
334  W ARJONA       5    0        0.000  35992  1  0  0          0.
383  ATLANTICO      1    0        0.000   1200  0  0  0        315.
383  ATLANTICO      2    0        0.000   9828  1  0  0        315.
383  ATLANTICO      3    0        0.000   1224  0  0  0        315.
383  ATLANTICO      4    0        0.000   1176  0  0  0        315.
383  ATLANTICO      5    0        0.000   1245  1  0  0        315.
383  ATLANTICO      6    0        0.000   1128  0  0  0        315.
383  ATLANTICO      7    1      315.000   1128  0  0  0        315.
434  W ARJONA 2     1    0        0.000  36064  1  0  0          0.
434  W ARJONA 2     2    0        0.000  36064  1  0  0          0.
434  W ARJONA 2     3    0        0.000  37128  0  0  0          0.
434  W ARJONA 2     4    0        0.000  36064  1  0  0          0.
434  W ARJONA 2     5    0        0.000  35992  1  0  0          0.
FIM
&
&
& LIMITES E CONDICOES OPERACIONAIS DAS UNIDADES                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
&
OPER                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
&us    nome      un di hi m df hf m Gmin     Gmax       Custo                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
&XX XXXXXXXXXXXX XX XX XX X XX XX X XXXXXXXXXXxxxxxxxxxxXXXXXXXXXX                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
  1 ANGRA 1       1  4  0 0 F                                31.17
 13 ANGRA 2       1  4  0 0 F                                20.12
211 BAIXADA FL    1  4  0 0 F                               197.15
211 BAIXADA FL    2  4  0 0 F                               197.15
211 BAIXADA FL    3  4  0 0 F                               197.15
 97 CUBATAO       1  4  0 0 F                               396.75
 97 CUBATAO       2  4  0 0 F                               396.75
 97 CUBATAO       3  4  0 0 F                               396.75
 12 CUIABA CC     1  4  0 0 F                               962.68
 12 CUIABA CC     2  4  0 0 F                               962.68
 12 CUIABA CC     3  4  0 0 F                               962.68
&UTE DAIA sem CVU valido
153 DAIA          1  4  0 0 F                        0.0      0.00
153 DAIA          2  4  0 0 F                        0.0      0.00
137 UTE GNA I     1  4  0 0 F                               380.17
238 UTE GNA II    1  4  0 0 F                               516.50
 63 IBIRITE       1  4  0 0 F                               971.10
 54 J.FORA        1  4  0 0 F                              1190.68
 54 J.FORA        2  4  0 0 F                              1190.68
245 KARKEY 013    1  4  0 0 F                               809.97
245 KARKEY 013    2  4  0 0 F                               809.97
245 KARKEY 013    3  4  0 0 F                               809.97
245 KARKEY 013    4  4  0 0 F                               809.97
245 KARKEY 013    5  4  0 0 F                               809.97
245 KARKEY 013    6  4  0 0 F                               809.97
245 KARKEY 013    7  4  0 0 F                               809.97
245 KARKEY 013    8  4  0 0 F                               809.97
245 KARKEY 013    9  4  0 0 F                               809.97
245 KARKEY 013   10  4  0 0 F                               809.97
245 KARKEY 013   11  4  0 0 F                               809.97
245 KARKEY 013   12  4  0 0 F                               809.97
245 KARKEY 013   13  4  0 0 F                               809.97
246 KARKEY 019    1  4  0 0 F                               809.97
246 KARKEY 019    2  4  0 0 F                               809.97
246 KARKEY 019    3  4  0 0 F                               809.97
246 KARKEY 019    4  4  0 0 F                               809.97
246 KARKEY 019    5  4  0 0 F                               809.97
246 KARKEY 019    6  4  0 0 F                               809.97
246 KARKEY 019    7  4  0 0 F                               809.97
 15 LUIZORMELO    1  4  0 0 F                               301.06
 15 LUIZORMELO    2  4  0 0 F                               301.06
 15 LUIZORMELO    3  4  0 0 F                               301.06
 15 LUIZORMELO    4  4  0 0 F                               301.06
247 LORM_PCS      1  4  0 0 F                              1172.04
236 M.AZUL        1  4  0 0 F                               139.32
110 NPIRATINGA    1  4  0 0 F                              1433.92
110 NPIRATINGA    2  4  0 0 F                              1433.92
110 NPIRATINGA    3  4  0 0 F                              1433.92
110 NPIRATINGA    4  4  0 0 F                              1433.92
229 O.PINTADA     1  4  0 0 F                               145.52
182 PALMEIR_GO    1  4  0 0 F                              1439.45
182 PALMEIR_GO    2  4  0 0 F                              1439.45
248 PAULINIA      1  4  0 0 F                              1154.27
249 PORSUD I      1  4  0 0 F                               951.50
249 PORSUD I      2  4  0 0 F                               951.50
249 PORSUD I      3  4  0 0 F                               951.50
